pdb.id,c_local,e_tight_minus_loose,frac_close_favourable,frac_cb_close_engaged,sidechain_toward,margin_energy_slope,ca_energy_coupling_tp,ca_energy_slope_tp,frac_ca_close_engaged_tp,ca_cb_agreement_tp,ca_energy_coupling_tm,ca_energy_slope_tm,frac_ca_close_engaged_tm,ca_cb_agreement_tm,degree_evenness_tp,frac_well_coordinated_tp,n_contacts,n_cb_close
1ao7,0.06260785542131282,-0.013026415866803101,0.6666666666666666,0.9473684210526315,0.4919892473413135,0.02417684987527945,0.32634960857408735,0.04305058894959546,0.85,0.8210972548051199,0.0035652296642405996,0.011024438166139412,0.6896551724137931,0.8086603915850742,0.7403169014084507,0.9375,29.0,19.0
1bd2,0.23207478695086178,0.12346853392705838,0.8181818181818182,0.7777777777777778,0.618572640764477,0.11468533913236653,0.16167007630284755,0.005485730000598878,0.7777777777777778,0.8511488511488511,-0.2630363817571248,-0.07388501303082642,0.6666666666666666,0.7892715504389377,0.8698224852071006,1.0,21.0,18.0
1d9k,0.4421489962632303,0.32930336333944377,0.8888888888888888,0.8823529411764706,1.066916332346715,0.16247588031724078,-0.057851270539114236,-0.01665283046218693,0.8333333333333334,0.7703612177296387,-0.11197529745108611,-0.03544771046147216,0.8214285714285714,0.7947562180120319,0.7714285714285715,0.9,18.0,17.0
1fo0,0.23636363636363636,0.21090159240891793,1.0,0.8,1.033493628013545,0.10121917594775451,-0.11818181818181818,-0.014766429206258954,0.8571428571428571,0.7884425651867513,-0.06411936719751474,-0.02225023314004972,0.7142857142857143,0.7830268091727673,0.8066666666666666,1.0,11.0,10.0
1fyt,0.1458107500883851,0.3080814334383077,0.5,0.75,1.276487735529778,0.14634407384906659,-0.5908968301585723,-0.10593021422769787,0.6666666666666666,0.7957264598463539,0.0031488369245029255,-0.0016598438119248737,0.7857142857142857,0.8246300438925447,0.7058823529411765,0.9411764705882353,24.0,20.0
1g6r,0.22673509103549183,0.03430870655490667,0.9,0.7777777777777778,0.9139104477823076,0.06057317483331769,-0.5540892756344725,-0.062170330360466,0.8,0.7446942524713498,-0.35053389661578266,-0.06706678699164867,0.5405405405405406,0.8178167403379631,0.8298850574712644,1.0,19.0,9.0
1j8h,0.33885754332619317,0.4595632456133203,0.5,0.7368421052631579,1.3445624974002874,0.2528688778848248,-0.5339844457463134,-0.09426104943922321,0.625,0.8022669532929451,0.047721166493759855,-0.0025973720301820736,0.8148148148148148,0.8349832851707644,0.8064024390243902,1.0,23.0,19.0
1jtr,0.04976726017934395,0.17477394354776574,0.6666666666666666,0.7272727272727273,1.0296336537668966,0.02971092427133039,0.11808198473867938,0.01545474151506911,0.7777777777777778,0.7387994634473507,-0.25694609698376,-0.03864495627200732,0.6341463414634146,0.828953181160257,0.8307692307692308,1.0,18.0,11.0
1kj2,0.569464087556555,0.4342537861509174,0.8571428571428571,0.6153846153846154,1.318172570099448,0.3980105903807208,-0.4209082386287581,-0.09701514391391838,0.7,0.8124999999999999,-0.013697520262267273,-0.017905313942292563,0.5,0.7856066003934733,0.6954732510288066,0.8888888888888888,13.0,13.0
1lp9,0.1665232693526131,0.1259262218296125,0.8333333333333334,0.7894736842105263,-0.20448129907579035,-0.003207085000144992,0.004370689484320554,-0.00003713429514382449,0.6818181818181818,0.8203332099222508,-0.21277725546489507,-0.05668722307647218,0.7083333333333334,0.8031104639219965,0.8,0.9166666666666666,24.0,19.0
1mi5,-0.05008952558646071,-0.05537252984667454,0.875,0.47368421052631576,0.909346672150869,-0.08334532484232894,0.6850075256115081,0.04758405979944084,0.42857142857142855,0.8076900122347884,-0.07740410735654579,-0.016610254766413868,0.7241379310344828,0.7650215581250063,0.8893280632411067,1.0,15.0,19.0
1mwa,0.06428271106498594,0.17477394354776574,0.6666666666666666,0.7272727272727273,1.0290768884411436,0.02987540931421491,0.11808198473867938,0.015472627475089125,0.7777777777777778,0.735281252733794,-0.25694609698376,-0.03864965103932821,0.6341463414634146,0.8291807442505733,0.8307692307692308,1.0,18.0,11.0
1nam,0.0,0.09460614477231627,0.8,0.5555555555555556,0.8690653363788362,-0.036026576776899286,-0.08333333333333334,0.003290898564452688,0.8571428571428571,0.8673469387755101,-0.12847223127351984,-0.022573686148230573,0.6666666666666666,0.8208254996386358,0.8526315789473684,1.0,9.0,9.0
1oga,0.39965036483090904,0.1156362009266739,1.0,0.8095238095238095,0.7270645173760544,0.11795456895068335,-0.21655063821234274,-0.052428712807680036,0.6521739130434783,0.8827178633232114,0.1853308470131952,0.0377863897877617,0.8095238095238095,0.826412718715338,0.8804878048780488,1.0,19.0,21.0
1qrn,-0.00876352389427242,-0.04798840536526107,0.7142857142857143,0.9473684210526315,0.5386382957206044,0.0011794665226756741,0.2722169609658371,0.037702815056137484,0.8571428571428571,0.8127408823060998,0.018523204639340467,0.007972365794428084,0.5714285714285714,0.8070529851233127,0.7466666666666667,0.9333333333333333,28.0,19.0
1qse,0.05064569849728678,-0.040593162084880174,0.6875,0.8888888888888888,0.33345230610362364,0.02031504038852996,0.07169898190165279,0.0012882774040415747,0.7894736842105263,0.8083371490965447,0.07976163213743567,0.041666973457941806,0.53125,0.8299060144962318,0.723644578313253,0.875,31.0,18.0
1qsf,-0.039649027619521306,-0.027729775839411025,0.45454545454545453,0.8235294117647058,0.5374079897724998,-0.051542601247044455,0.1852454569108782,0.03931987812606021,0.6666666666666666,0.8204832881662151,0.06496739820403805,0.027660102853936806,0.4838709677419355,0.8229594355763435,0.7033492822966507,0.9090909090909091,21.0,17.0
1u3h,0.2615105723790722,0.09395405718751579,0.8888888888888888,0.5652173913043478,0.7937053456999734,0.06634734247724217,-0.3425420173416016,-0.022437475670811922,0.5882352941176471,0.8534883720930233,0.014805415876240811,0.0010991761609060189,0.7586206896551724,0.822151941654799,0.6296296296296297,0.7777777777777778,17.0,23.0
1ymm,-0.13373677948604337,-0.11880275941738681,0.6875,0.9,0.378471290078877,-0.08838897194199447,-0.2987813927703503,-0.071364245464869,0.7391304347826086,0.7527295632698768,-0.010732004139874796,-0.01997830464333078,0.7096774193548387,0.7894744830202997,0.796849087893864,0.9444444444444444,31.0,20.0
1zgl,-0.13389832645445707,-0.09908448193662216,0.7272727272727273,0.5769230769230769,0.8804756603240572,-0.10873305652358338,0.025423732871099447,0.011424065911802315,0.5238095238095238,0.7495798319327732,-0.002960952529838173,-0.0001622950438769469,0.627906976744186,0.8254564494248727,0.7857142857142857,1.0,22.0,26.0
2ak4,-0.276578395847439,-0.14671508646476372,0.7777777777777778,0.6666666666666666,0.14837863762985753,-0.1312416843031863,0.20591874040482988,0.03087119984571971,0.6829268292682927,0.8592743666809789,-0.1801824500511011,-0.03971219709351758,0.7777777777777778,0.7716154280291989,0.6930481283422459,0.8823529411764706,36.0,45.0
2bnq,0.4466906630021791,0.31553470889661556,0.8,0.8181818181818182,0.53883431059602,0.27376851303629945,-0.22380506109079132,-0.03343233171552818,0.7222222222222222,0.8629558846950152,-0.013393959293647211,0.0049406674899249445,0.7142857142857143,0.8199690242643263,0.8616803278688525,1.0,29.0,22.0
2bnr,0.1802843104117786,0.17571619235521213,0.8125,0.8181818181818182,0.47495371563608996,0.11857623520871424,-0.25492604867847757,-0.03665854731147264,0.7368421052631579,0.8638350413631312,-0.05763151798423417,-0.005719035399307712,0.696969696969697,0.8134355904043584,0.7925696594427245,0.8823529411764706,32.0,22.0
2ckb,-0.07640289991159678,-0.12119285495616279,0.6666666666666666,0.7272727272727273,0.900489655259305,-0.0555213427865805,-0.03840510380930633,-0.0267472310105521,0.75,0.8018721021782872,-0.39329359575436784,-0.07924571362258838,0.5714285714285714,0.8335676159533204,0.8376811594202899,1.0,17.0,11.0
2e7l,0.1987539143992882,0.21717800755028693,0.9090909090909091,0.7272727272727273,0.7939292801322989,0.15190388032515217,-0.10258283212270156,0.006935686436353678,0.7222222222222222,0.8288221142506722,-0.20879352210160246,-0.01596495057453786,0.8,0.8395529994871582,0.8231292517006803,1.0,22.0,22.0
2esv,0.3734943994667804,0.2277395506368057,0.9,0.9230769230769231,0.9417325181493907,0.1050597528554632,0.210090599700064,0.03613924409935535,1.0,0.8067796610169493,-0.165905230439439,-0.03838526595336273,0.7916666666666666,0.7676967769073033,0.7905138339920948,0.9090909090909091,20.0,13.0
2f53,0.2546531207953924,0.3074132783708245,0.8,0.8095238095238095,0.5426491811013224,0.15567639692819563,-0.3139297429743536,-0.04998862020144161,0.7222222222222222,0.8146767090587314,0.12953368097427492,0.0204775460821605,0.7575757575757576,0.8306989520008556,0.8494949494949495,1.0,29.0,21.0
2f54,0.31637547176604075,0.2669113183122757,0.8,0.7391304347826086,0.5079614150269697,0.16559139065080283,-0.26623946801454385,-0.03439341139438435,0.7058823529411765,0.8616125447586122,-0.08020845414479034,-0.010449140332439724,0.7352941176470589,0.8184895524672242,0.8538899430740038,1.0,30.0,23.0
2gj6,0.19558158774644777,0.05098871804990998,0.8181818181818182,0.6818181818181818,0.4105634496314509,0.09452135322954032,0.34567908531930297,0.05047825179746734,0.7777777777777778,0.7861595100969598,-0.10541919319975966,-0.0006068610943471259,0.6774193548387096,0.8031896990780432,0.75,0.9166666666666666,21.0,22.0
2iam,0.15271375772620505,0.1522435676136091,0.8461538461538461,0.8095238095238095,0.9646867270089671,0.07505021000645888,0.15203688547397443,0.03198532947960928,0.9166666666666666,0.8097915829874591,0.21617557028142925,0.020444203923792474,0.8536585365853658,0.8262996953095245,0.7612612612612613,0.75,26.0,21.0
2ian,0.0010266945862944022,0.05914793535536443,0.6923076923076923,0.8571428571428571,0.9021277908776134,0.02578638875410585,-0.023488656411405226,0.0047927773711358805,0.8571428571428571,0.8033363336333633,0.21703685565882333,0.023626947754010894,0.85,0.8178324722818833,0.7222222222222222,0.7692307692307693,26.0,21.0
2j8u,0.2054401759876653,0.10430711104695913,0.7,0.6,-0.19595520164581554,0.01652550837335923,0.03625414870370564,-0.003417196975079676,0.5882352941176471,0.772798412031912,-0.10558329370830254,-0.021644150288107792,0.7391304347826086,0.7612820700653093,0.7575757575757576,0.9090909090909091,20.0,15.0
2jcc,0.1603408698068341,0.04229090238037688,0.8181818181818182,0.7777777777777778,-0.0786938355642388,0.02578613037130082,-0.04702576746984887,-0.0026302419036533884,0.6363636363636364,0.806547044826034,-0.2030066018996593,-0.04939291809003297,0.75,0.7910229667088076,0.7469135802469136,0.9166666666666666,22.0,18.0
2nx5,-0.026991751362186928,-0.062717817426572,0.6666666666666666,0.9,0.8517996522345174,0.009680130466312966,-0.024814997220075078,0.0035765770083146216,0.8888888888888888,0.8760352333704565,0.044611368709082555,0.006549152723163953,0.7727272727272727,0.7981906455041067,0.6713286713286714,0.8461538461538461,24.0,20.0
2oi9,0.21070017441091868,0.09286794228756035,1.0,0.6521739130434783,0.8666609144132196,0.08577929911461768,0.007555814584513336,-0.004768337103399077,0.7333333333333333,0.8254935709223449,-0.11801449340512506,-0.01330720119318751,0.7407407407407407,0.8432369731425867,0.7945945945945946,1.0,21.0,23.0
2ol3,0.06629935441317959,0.11230657246527821,0.5714285714285714,0.9090909090909091,1.2854981525818043,0.047587220330109384,-0.10468359281694264,-0.027962948800224898,0.875,0.7703405210864684,-0.15623931623931625,-0.04695764821790006,0.5,0.8160584781384951,0.725925925925926,0.8888888888888888,14.0,11.0
2p5e,0.26369726817907024,0.30342907070565905,0.7333333333333333,0.8,0.4199688213407227,0.14967334489255946,-0.24609505152716715,-0.04397173820770936,0.75,0.8268300987402112,-0.10515311323831385,-0.027941558548271406,0.8709677419354839,0.810399922264329,0.8021390374331551,0.9411764705882353,30.0,20.0
2p5w,0.19688208198504908,0.27284832422397076,0.7333333333333333,0.8,0.4328015891170054,0.13459343355755624,-0.23842170916329114,-0.041530309144975575,0.8,0.8286321757618711,-0.05212027818327305,-0.010834619681491289,0.8484848484848485,0.8102773390561391,0.8021390374331551,0.9411764705882353,30.0,20.0
2pxy,-0.2736785318629177,-0.19642482777894002,0.6363636363636364,0.6923076923076923,0.5286112199076902,-0.12562510881723638,-0.39298880091885907,-0.0753112859031064,0.6666666666666666,0.8705778621812263,0.0015728344099770603,-0.0033030127293115887,0.8823529411764706,0.8105381244945989,0.7857142857142857,0.9090909090909091,22.0,26.0
2pye,0.23156614397763792,0.352180435547177,0.7333333333333333,0.8,0.46506652084710676,0.15444718396156065,-0.2375995653385901,-0.04333665821753364,0.8,0.8360900046177742,0.07255814051253481,0.009445637669942658,0.6666666666666666,0.7962979563944045,0.81099324975892,0.9411764705882353,29.0,20.0
2uwe,0.09559218239750593,0.0341420830348213,0.8333333333333334,0.8947368421052632,-0.08577253784761778,0.00197596285969518,0.0034919518684020435,-0.0006534048552115591,0.6956521739130435,0.8272236156666024,-0.005488239187017767,0.0036438415445433823,0.7619047619047619,0.8129480714188361,0.7741935483870968,0.9166666666666666,24.0,19.0
2vlj,0.3811643347396114,0.22653794698894925,1.0,0.8095238095238095,0.7495126996169779,0.11257766263762903,-0.25528327268934714,-0.05551445152992067,0.6666666666666666,0.8876933895921238,0.08144672898222698,0.018234144809935536,0.782608695652174,0.8326986816813181,0.8804878048780488,1.0,19.0,21.0
2vlk,0.38908691906445325,0.21280552487278637,1.0,0.8095238095238095,0.7508865290791963,0.13778654396794915,-0.26848757989741684,-0.05200734192745396,0.6521739130434783,0.8852555086732302,0.1662764303555017,0.029536775582353014,0.8,0.8238747553816047,0.8804878048780488,1.0,19.0,21.0
2vlr,0.42022079512450816,0.24960469843696387,1.0,0.8095238095238095,0.7080620538095104,0.15238906486252998,-0.2461544406587077,-0.05280470184802647,0.6521739130434783,0.8701035806298963,0.1678129644219506,0.050329737277259805,0.8333333333333334,0.8136224333961364,0.8804878048780488,1.0,19.0,21.0
2wbj,-0.19999999999999998,0.1939195523772729,0.5,0.6666666666666666,1.2929586436034066,0.17132986901656033,0.19999999999999998,0.11999104332466469,1.0,0.6616541353383457,0.08766985817157327,0.02767128469916387,0.8253968253968254,0.7732881626516594,0.8888888888888888,1.0,4.0,3.0
2ypl,-0.33664059945582075,-0.14284642182381282,0.6666666666666666,0.68,0.2759808188145985,-0.14414183852203996,0.024376609164030057,0.016774992638145393,0.8421052631578947,0.7953617810760668,0.02310805103433085,0.04306498627338956,0.7692307692307693,0.7878940685652094,0.7471751412429378,0.8333333333333334,23.0,25.0
